datetime; open; high; low; close; volume; suspicious
34520000;1423100;1423100;1423000;1423000;138;0
34521000;1423000;1423000;1422901;1422901;85;0
34522000;1422950;1423000;1422950;1423000;401;0
34523000;1423000;1423000;1423000;1423000;3300;0
34525000;1423100;1423100;1423100;1423100;38;0
34526000;1423100;1423100;1423100;1423100;1942;0
34527000;1423100;1423100;1423000;1423000;4044;0
34528000;1423100;1423100;1423000;1423000;2825;0
34530000;1423000;1423200;1423000;1423200;1276;0
34531000;1423200;1423300;1423200;1423299;2547;0
34532000;1423300;1423300;1423300;1423300;36;0
34533000;1423400;1423400;1423300;1423300;4653;0
34534000;1423200;1423200;1423156;1423156;1588;0
34535000;1423200;1423300;1423200;1423300;177;0
34537000;1423200;1423200;1423200;1423200;100;0
34538000;1423200;1423262;1423200;1423262;1283;0
34539000;1423200;1423213;1423200;1423213;500;0
34540000;1423300;1423300;1423200;1423200;1711;0
34541000;1423200;1423400;1423200;1423400;652;0
34542000;1423500;1423500;1423463;1423463;57;0
34544000;1423400;1423400;1423200;1423200;4949;0
34545000;1423300;1423400;1423300;1423300;414;0
34548000;1423300;1423300;1423300;1423300;25;0
34549000;1423450;1423450;1423450;1423450;150;0
34550000;1423300;1423362;1423300;1423300;205;0
34551000;1423300;1423300;1423162;1423162;1300;0
34552000;1423200;1423200;1423200;1423200;3;0
34553000;1423300;1423300;1423300;1423300;242;0
34554000;1423100;1423100;1423100;1423100;1000;0
34555000;1423200;1423250;1423200;1423250;112;0
34557000;1423217;1423217;1423175;1423175;849;0
34558000;1423100;1423100;1423000;1423000;2122;0
34559000;1422900;1423000;1422900;1423000;132;0
34560000;1422900;1423100;1422850;1423100;3456;0
34562000;1423000;1423000;1423000;1423000;17;0
34563000;1422900;1422900;1422800;1422800;2300;0
34564000;1422900;1422900;1422900;1422900;750;0
34565000;1422800;1422800;1422700;1422750;638;0
34566000;1422700;1422700;1422600;1422600;704;0
34569000;1422700;1422800;1422600;1422799;1223;0
34570000;1422700;1422798;1422700;1422798;1139;0
34571000;1422700;1422800;1422700;1422800;1322;0
34572000;1422800;1422800;1422700;1422700;514;0
34574000;1422600;1422600;1422500;1422500;951;0
34575000;1422600;1422600;1422600;1422600;100;0
34576000;1422600;1422800;1422600;1422800;2659;0
34577000;1422771;1422800;1422700;1422700;5049;0
34579000;1422800;1422800;1422701;1422701;2760;0
34580000;1422800;1422800;1422800;1422800;1438;0
34581000;1422900;1422900;1422900;1422900;50;0
34582000;1422900;1422900;1422850;1422850;876;0
34583000;1422900;1422900;1422900;1422900;284;0
34584000;1423000;1423000;1423000;1423000;4142;0
34585000;1422968;1423000;1422968;1423000;148;0
34587000;1423100;1423100;1423100;1423100;1004;0
34588000;1423056;1423056;1423056;1423056;250;0
34589000;1423099;1423100;1423099;1423100;5851;0
34590000;1423200;1423200;1423200;1423200;38;0
